trade_date,symbol,1. open,2. high,3. low,4. close,5. volume
2023-12-14,SHOP.TRT,101.0000,104.0800,100.5600,103.9200,3595800
2023-12-13,SHOP.TRT,98.3500,100.0000,96.6700,99.7300,3848800
2023-12-12,SHOP.TRT,97.9100,98.7000,96.7500,98.5400,2836400
2023-12-11,SHOP.TRT,98.1900,99.9000,97.9000,98.8800,2027600
2023-12-08,SHOP.TRT,96.9800,99.1950,96.8700,98.5900,1892600
2023-12-07,SHOP.TRT,96.3900,98.3200,95.0400,97.7900,2969300
2023-12-06,SHOP.TRT,100.1100,100.6000,96.5900,96.7100,4511000
2023-12-05,SHOP.TRT,97.5000,102.5000,96.6400,101.5800,4168000
2023-12-04,SHOP.TRT,98.8000,99.7000,96.6800,98.2000,3287800
2023-12-01,SHOP.TRT,98.0000,99.8500,96.9900,99.7200,2751600
2023-11-30,SHOP.TRT,99.8400,100.3800,97.8700,98.8500,3741000
2023-11-29,SHOP.TRT,100.9900,101.9100,99.2600,99.7200,3018500
2023-11-28,SHOP.TRT,98.5000,100.8000,98.2000,99.8300,2922000
2023-11-27,SHOP.TRT,98.1000,101.4500,97.0000,100.5100,3976200
2023-11-24,SHOP.TRT,96.1100,96.8900,95.6100,96.2600,2160900
2023-11-23,SHOP.TRT,97.4400,97.9700,96.7000,96.7000,397100
2023-11-22,SHOP.TRT,96.4000,98.2600,95.1100,97.1300,3801000
2023-11-21,SHOP.TRT,94.6300,95.7500,93.3600,95.5400,2972900
2023-11-20,SHOP.TRT,93.4900,96.2100,93.2800,95.4500,2496800
2023-11-17,SHOP.TRT,92.2800,94.4900,91.8700,93.8700,2761500
2023-11-16,SHOP.TRT,92.0000,93.7300,91.6300,92.6900,3458700
2023-11-15,SHOP.TRT,90.1500,93.3900,90.0000,92.8500,4011300
2023-11-14,SHOP.TRT,88.2100,90.5600,88.0800,89.7700,4669900
2023-11-13,SHOP.TRT,84.6200,86.1300,83.2500,86.0600,2184900
2023-11-10,SHOP.TRT,83.3000,85.0800,82.8400,84.6700,3288700
2023-11-09,SHOP.TRT,86.2400,87.1500,83.3700,83.4300,3397700
2023-11-08,SHOP.TRT,85.1200,87.0400,83.7700,86.5900,3077200
2023-11-07,SHOP.TRT,83.3300,85.7100,82.6700,84.9500,3232800
2023-11-06,SHOP.TRT,84.1700,84.4000,81.6700,82.7900,3099600
2023-11-03,SHOP.TRT,82.0000,84.4650,80.6500,84.0600,5931900
2023-11-02,SHOP.TRT,78.3500,82.7100,76.5000,82.0800,6460300
2023-11-01,SHOP.TRT,65.8100,67.6900,65.4500,67.6600,3115400
2023-10-31,SHOP.TRT,64.7300,66.0200,63.1600,65.4900,3668700
2023-10-30,SHOP.TRT,65.2700,66.1600,64.0900,64.8600,3481600
2023-10-27,SHOP.TRT,66.6300,66.6300,63.8400,64.3500,3583400
2023-10-26,SHOP.TRT,67.3400,68.1800,63.3700,64.5300,4559800
2023-10-25,SHOP.TRT,70.3000,70.4000,66.7300,66.9000,3745700
2023-10-24,SHOP.TRT,70.5500,72.5800,70.2900,71.8700,2289600
2023-10-23,SHOP.TRT,69.4200,71.0600,68.1900,69.8600,3275100
2023-10-20,SHOP.TRT,70.5100,71.7300,69.3000,70.1000,3877600
2023-10-19,SHOP.TRT,73.0000,73.1600,70.7400,71.1000,4329500
2023-10-18,SHOP.TRT,74.4400,76.7300,71.9050,72.4100,5530100
2023-10-17,SHOP.TRT,71.7400,74.2200,71.7400,73.9000,3080700
2023-10-16,SHOP.TRT,70.7600,72.9500,69.6200,72.5300,2637000
2023-10-13,SHOP.TRT,73.0500,74.0500,69.2300,70.4300,3432000
2023-10-12,SHOP.TRT,73.9900,75.0900,72.5000,73.0400,2533000
2023-10-11,SHOP.TRT,75.3700,75.5500,73.1100,73.7200,4183600
2023-10-10,SHOP.TRT,73.0200,75.5000,72.8600,74.8000,2337100
2023-10-06,SHOP.TRT,70.4100,73.6200,70.1600,73.2700,3095400
2023-10-05,SHOP.TRT,71.5200,72.2300,70.2400,71.5100,4081900
2023-10-04,SHOP.TRT,71.4200,72.4550,70.4900,72.2300,3762200
2023-10-03,SHOP.TRT,72.5000,73.4800,69.9400,70.4400,3514300
2023-10-02,SHOP.TRT,73.9000,75.4200,73.1700,73.8400,3028100
2023-09-29,SHOP.TRT,73.0000,75.1800,72.9000,74.1400,4348800
2023-09-28,SHOP.TRT,69.0200,72.6000,68.2700,71.7800,2623700
2023-09-27,SHOP.TRT,70.1400,70.8900,69.0300,70.0400,3032100
2023-09-26,SHOP.TRT,71.4500,72.3700,69.4600,69.6400,3458100
2023-09-25,SHOP.TRT,71.0000,72.1800,70.5300,72.1100,3377200
2023-09-22,SHOP.TRT,73.6000,74.3100,71.3600,71.5700,3474000
2023-09-21,SHOP.TRT,74.6600,75.6200,72.3900,72.4100,3740200
2023-09-20,SHOP.TRT,78.5400,78.7600,76.5500,76.7400,2034600
2023-09-19,SHOP.TRT,79.2600,79.3900,76.2600,78.4100,3051300
2023-09-18,SHOP.TRT,83.6800,84.2000,80.1000,80.3100,3399400
2023-09-15,SHOP.TRT,85.7300,85.9500,83.7400,84.9300,8411200
2023-09-14,SHOP.TRT,85.4000,86.2500,84.8000,85.7400,3160100
2023-09-13,SHOP.TRT,84.7800,85.6200,83.7200,84.9000,2328900
2023-09-12,SHOP.TRT,86.5000,87.9400,85.3100,85.4200,2490300
2023-09-11,SHOP.TRT,86.2300,87.9300,85.3400,87.6900,3252600
2023-09-08,SHOP.TRT,88.1100,88.2800,85.6600,85.9900,2149300
2023-09-07,SHOP.TRT,88.4100,89.8900,86.9400,88.6500,5536900
2023-09-06,SHOP.TRT,88.8700,90.3300,88.7800,89.8100,2832900
2023-09-05,SHOP.TRT,90.0000,90.5900,88.9500,89.7500,2235100
2023-09-01,SHOP.TRT,90.2500,91.5900,89.5500,90.7300,3123800
2023-08-31,SHOP.TRT,87.5000,90.3300,85.6500,89.8900,6433000
2023-08-30,SHOP.TRT,79.4000,81.2300,79.0300,81.2100,3852000
2023-08-29,SHOP.TRT,76.7800,80.1700,76.3800,79.7700,4093700
2023-08-28,SHOP.TRT,76.5000,77.0900,75.7300,76.6400,1860600
2023-08-25,SHOP.TRT,75.3300,76.8900,73.7400,75.5700,2434100
2023-08-24,SHOP.TRT,77.4000,77.5400,74.5500,75.3200,2606200
2023-08-23,SHOP.TRT,73.6400,77.1500,73.5800,76.8300,3068000
2023-08-22,SHOP.TRT,73.8200,74.5500,73.0000,73.2000,2613400
2023-08-21,SHOP.TRT,72.3600,73.4200,71.7400,73.0600,2447800
2023-08-18,SHOP.TRT,70.0000,72.1200,69.4500,71.9800,2695100
2023-08-17,SHOP.TRT,75.1000,75.5800,71.5100,72.0600,3340000
2023-08-16,SHOP.TRT,74.3300,75.7200,73.5200,74.9100,3605800
2023-08-15,SHOP.TRT,74.8800,75.6700,73.8500,74.7000,3759300
2023-08-14,SHOP.TRT,73.4900,75.3800,73.2500,75.3700,2329400
2023-08-11,SHOP.TRT,75.0600,75.2900,73.5700,74.2900,1905900
2023-08-10,SHOP.TRT,75.3700,76.5700,74.4400,75.9200,2978000
2023-08-09,SHOP.TRT,75.3800,76.6600,74.0500,74.1100,2854600
2023-08-08,SHOP.TRT,76.0700,77.3200,74.8900,75.3300,3362400
2023-08-04,SHOP.TRT,80.5500,81.7500,77.2200,77.5200,4554100
2023-08-03,SHOP.TRT,82.6200,85.7500,77.8400,78.8900,4887400
2023-08-02,SHOP.TRT,87.4000,88.1900,82.7100,83.3900,7118500
2023-08-01,SHOP.TRT,88.5000,89.8500,87.2000,89.6200,3241600
2023-07-31,SHOP.TRT,88.4300,90.0400,88.3000,89.0800,2938100
2023-07-28,SHOP.TRT,85.9900,87.6400,85.8400,87.4000,2782800
2023-07-27,SHOP.TRT,87.4000,89.4300,84.1300,84.6600,4036900
2023-07-26,SHOP.TRT,85.2900,87.0500,84.4600,85.4000,2866000
2023-07-25,SHOP.TRT,87.2000,87.7000,85.5800,85.6200,2292600
2023-07-24,SHOP.TRT,88.4200,89.3500,86.1900,87.1500,2443400
2023-07-21,SHOP.TRT,87.4400,88.0100,86.1900,86.7100,2245100
2023-07-20,SHOP.TRT,88.5000,89.7900,85.7000,86.2100,5105600
2023-07-19,SHOP.TRT,89.3800,91.0000,88.7700,89.9100,3234900
2023-07-18,SHOP.TRT,90.0800,90.6000,86.3000,88.5700,5710100
2023-07-17,SHOP.TRT,90.6300,92.0700,89.6000,90.6300,2540300
2023-07-14,SHOP.TRT,92.7500,93.8300,90.4800,90.5500,3624000
2023-07-13,SHOP.TRT,88.2400,92.4100,88.0000,92.2400,4782700
2023-07-12,SHOP.TRT,85.0400,86.9200,83.9700,86.9100,4203900
2023-07-11,SHOP.TRT,82.6900,83.9300,82.3900,83.6000,2673400
2023-07-10,SHOP.TRT,81.5000,82.3700,80.3600,82.1900,2087300
2023-07-07,SHOP.TRT,82.6800,84.2000,81.8200,81.9000,3731100
2023-07-06,SHOP.TRT,83.9500,84.2700,81.8900,82.6500,4817800
2023-07-05,SHOP.TRT,85.5500,85.9400,83.6500,85.5700,2930000
2023-07-04,SHOP.TRT,85.9000,86.4700,85.8650,86.3100,627100
2023-06-30,SHOP.TRT,85.3700,86.4800,84.9800,85.6200,4895600
2023-06-29,SHOP.TRT,86.1100,86.1400,83.7700,84.4600,2269400
2023-06-28,SHOP.TRT,84.7000,87.9200,83.9400,85.6500,2708600
2023-06-27,SHOP.TRT,83.9100,85.0400,82.8700,84.1000,2345100
2023-06-26,SHOP.TRT,83.4800,85.5000,83.0500,83.1500,2139200
2023-06-23,SHOP.TRT,82.0300,84.3000,81.3700,84.1100,2445200
2023-06-22,SHOP.TRT,82.3400,84.2700,81.7400,83.4700,2847700
2023-06-21,SHOP.TRT,84.7400,85.6400,81.6300,83.1600,2728100
2023-06-20,SHOP.TRT,86.0000,88.1200,83.9300,85.0300,3087400
2023-06-19,SHOP.TRT,85.5000,85.9400,85.2000,85.5300,269500
2023-06-16,SHOP.TRT,88.5500,89.0200,85.1000,85.5300,8106200
2023-06-15,SHOP.TRT,87.0000,87.6500,85.0000,87.4400,3399100
2023-06-14,SHOP.TRT,85.0900,88.3500,84.9500,87.8500,3372100
2023-06-13,SHOP.TRT,88.0600,88.6400,84.2600,84.9900,3190300
2023-06-12,SHOP.TRT,82.9000,87.7500,82.8100,86.9600,3733600
2023-06-09,SHOP.TRT,79.7000,82.9600,79.6600,81.8800,3397200
2023-06-08,SHOP.TRT,79.1500,81.7100,77.5350,79.1700,4415100
2023-06-07,SHOP.TRT,85.7900,86.4400,79.3500,79.6700,5581400
2023-06-06,SHOP.TRT,83.0000,85.8600,81.7100,85.3500,4414500
2023-06-05,SHOP.TRT,77.9100,81.6700,77.6700,80.5600,3399600
2023-06-02,SHOP.TRT,79.2500,80.2000,77.8000,78.2500,2750200
2023-06-01,SHOP.TRT,76.3000,78.7800,75.0900,77.8800,3129800
2023-05-31,SHOP.TRT,79.0100,80.4600,77.2100,77.6700,4214900
2023-05-30,SHOP.TRT,82.3000,83.6100,78.5900,79.1400,3304000
2023-05-29,SHOP.TRT,81.3300,81.9600,81.0000,81.4800,900800
2023-05-26,SHOP.TRT,78.7700,81.5800,78.6800,80.6900,3077900
2023-05-25,SHOP.TRT,81.0800,81.1600,78.3500,78.6700,2441800
2023-05-24,SHOP.TRT,77.8600,81.3200,77.2500,80.1800,8353600
2023-05-23,SHOP.TRT,82.7100,83.7500,78.3000,78.7700,5457500
2023-05-19,SHOP.TRT,82.0500,82.3600,80.7900,81.3100,2917300
2023-05-18,SHOP.TRT,81.9400,83.5900,81.1400,82.2100,4078300
2023-05-17,SHOP.TRT,81.1500,82.1800,80.1800,81.7300,2630300
2023-05-16,SHOP.TRT,82.0500,83.2900,81.0600,81.1400,2746200
2023-05-15,SHOP.TRT,82.2900,83.8800,82.0500,83.0300,2628200
2023-05-12,SHOP.TRT,84.1800,84.5600,82.7500,83.1200,3081300
2023-05-11,SHOP.TRT,84.2300,85.0300,83.0400,84.9300,3127300
2023-05-10,SHOP.TRT,85.8000,87.5300,84.4700,84.5800,4382400
2023-05-09,SHOP.TRT,84.9300,85.6000,83.5200,85.5000,4191600
2023-05-08,SHOP.TRT,81.8300,87.0000,81.7100,86.1300,5471500
2023-05-05,SHOP.TRT,77.2600,83.7200,76.8600,83.0400,5247000
2023-05-04,SHOP.TRT,73.0000,81.2000,73.0000,77.6500,9667300
2023-05-03,SHOP.TRT,63.9200,65.1500,62.9400,63.0500,3154300
2023-05-02,SHOP.TRT,63.5900,64.8300,62.8000,63.7200,2812500
2023-05-01,SHOP.TRT,65.2600,66.2800,63.8400,64.0400,2859800
2023-04-28,SHOP.TRT,64.1500,66.1700,64.0600,65.6400,3568300
2023-04-27,SHOP.TRT,64.5300,64.7500,63.0900,64.6700,2684000
2023-04-26,SHOP.TRT,64.4000,64.5900,63.0100,63.2800,3228700
2023-04-25,SHOP.TRT,64.5000,64.5800,63.1500,63.3400,2843600
2023-04-24,SHOP.TRT,66.0800,67.0200,64.4000,65.0200,3000100
2023-04-21,SHOP.TRT,65.1000,66.3300,64.8300,66.2700,4879300
2023-04-20,SHOP.TRT,65.2500,65.6300,64.1900,64.5500,5998200
2023-04-19,SHOP.TRT,65.0100,66.4200,64.9000,66.0100,2967700
2023-04-18,SHOP.TRT,65.5000,66.7200,65.1300,65.9200,3256400
2023-04-17,SHOP.TRT,61.8500,65.4400,61.4600,64.9800,4268200
2023-04-14,SHOP.TRT,60.8400,62.1100,60.2000,61.9900,2783600
2023-04-13,SHOP.TRT,61.1900,62.4700,60.8600,60.9900,3206800
2023-04-12,SHOP.TRT,63.4500,65.6300,60.8000,60.8900,6300100
2023-04-11,SHOP.TRT,60.9400,61.5100,59.5300,60.3300,3323600
2023-04-10,SHOP.TRT,60.5400,61.6100,59.6700,61.2400,2592600
2023-04-06,SHOP.TRT,60.3500,61.4400,58.7600,61.1800,3175900
2023-04-05,SHOP.TRT,63.7100,63.7600,60.8100,60.8500,3779700
2023-04-04,SHOP.TRT,64.0300,64.7700,63.7100,64.0200,3064100
2023-04-03,SHOP.TRT,63.7100,64.0800,62.6500,63.9700,3808000
2023-03-31,SHOP.TRT,63.1000,65.1500,62.1900,64.8000,4030100
2023-03-30,SHOP.TRT,63.9800,64.0200,62.3000,62.9100,3103000
2023-03-29,SHOP.TRT,60.9000,63.3900,60.8300,63.3100,4156400
2023-03-28,SHOP.TRT,61.4800,62.0000,59.9000,60.2500,3239800
2023-03-27,SHOP.TRT,62.3700,62.8400,60.5900,61.5800,2620500
2023-03-24,SHOP.TRT,62.1500,62.7800,60.8600,61.7300,2780000
2023-03-23,SHOP.TRT,62.6200,64.0400,61.8900,62.7900,3808000
2023-03-22,SHOP.TRT,62.6800,64.6200,61.3800,61.6900,3623600
2023-03-21,SHOP.TRT,60.2100,63.1400,60.2000,62.7300,3471900
2023-03-20,SHOP.TRT,60.6000,60.6400,58.5700,59.9300,2950900
2023-03-17,SHOP.TRT,60.7300,62.2500,60.2000,61.3600,6835600
2023-03-16,SHOP.TRT,59.6000,61.5600,57.9000,61.3200,4318700
2023-03-15,SHOP.TRT,58.6900,59.9600,58.0200,59.9200,3798200
2023-03-14,SHOP.TRT,58.5900,60.4100,58.5900,59.8800,3698600
2023-03-13,SHOP.TRT,55.8700,58.6500,54.7800,57.3800,5369100
2023-03-10,SHOP.TRT,58.0700,58.7100,55.9800,57.3300,4965500
2023-03-09,SHOP.TRT,60.3000,63.2700,59.1000,59.4700,4594500
2023-03-08,SHOP.TRT,58.2600,60.4300,57.8400,60.2500,2880200
2023-03-07,SHOP.TRT,58.8600,59.7000,57.9400,58.4000,3664000
2023-03-06,SHOP.TRT,59.5500,59.9800,58.8200,59.2000,2849500
2023-03-03,SHOP.TRT,56.4300,59.1000,56.2200,58.9900,3318100
2023-03-02,SHOP.TRT,53.2800,56.3000,53.1600,55.9700,3230300
2023-03-01,SHOP.TRT,56.1800,56.4600,54.5000,54.5400,3255800
2023-02-28,SHOP.TRT,54.9900,56.3400,54.8800,56.1800,3645500
2023-02-27,SHOP.TRT,55.5500,55.7000,53.9200,54.9400,2695000
2023-02-24,SHOP.TRT,55.3600,56.1000,54.4300,55.4300,3887900
2023-02-23,SHOP.TRT,57.9900,57.9900,55.5600,57.3800,3644600
2023-02-22,SHOP.TRT,56.9600,58.0900,55.6100,57.0100,4248300
2023-02-21,SHOP.TRT,56.8400,57.8700,55.6400,56.0600,3727300
2023-02-17,SHOP.TRT,59.4900,60.7600,57.8900,58.7000,4715700
2023-02-16,SHOP.TRT,61.9500,63.0700,59.6000,60.3900,7161500
2023-02-15,SHOP.TRT,68.3900,71.9000,67.4000,71.4400,4426900
2023-02-14,SHOP.TRT,65.2100,67.6200,64.1800,66.8200,3140900
2023-02-13,SHOP.TRT,64.6800,65.4700,64.0400,65.0300,2588100
2023-02-10,SHOP.TRT,65.5200,65.5800,63.2700,64.4400,3159900
2023-02-09,SHOP.TRT,68.2500,68.6300,66.5100,66.8600,4456600
2023-02-08,SHOP.TRT,68.4900,69.3400,66.9200,66.9800,3810500
2023-02-07,SHOP.TRT,69.4300,69.7300,66.3800,68.8200,4309300
2023-02-06,SHOP.TRT,69.2300,71.0600,69.1800,69.3400,2971600
2023-02-03,SHOP.TRT,68.8700,73.0300,68.4400,70.9300,6173200
2023-02-02,SHOP.TRT,70.6500,72.4900,69.7800,71.3900,5984900
2023-02-01,SHOP.TRT,65.7000,67.6700,64.5300,66.7900,6305500
2023-01-31,SHOP.TRT,64.1100,66.3200,64.0000,65.5700,4687300
2023-01-30,SHOP.TRT,66.1100,66.2800,63.1500,63.2100,4996600
2023-01-27,SHOP.TRT,63.5600,66.7500,63.5000,66.6600,4237600
2023-01-26,SHOP.TRT,65.0000,65.8900,62.0900,64.4200,6310200
2023-01-25,SHOP.TRT,59.9000,64.6000,59.4000,63.3400,8521000
2023-01-24,SHOP.TRT,58.0200,59.7500,56.6600,57.0900,4397500
2023-01-23,SHOP.TRT,56.3500,59.0000,56.1400,58.9100,5404700
2023-01-20,SHOP.TRT,52.0000,54.1700,51.4500,54.1600,3801500
2023-01-19,SHOP.TRT,51.6000,53.1200,51.1700,51.2900,4192800
2023-01-18,SHOP.TRT,54.2000,54.9100,52.7900,52.8900,4862500
2023-01-17,SHOP.TRT,52.5200,53.9000,51.0200,53.5300,3907500
2023-01-16,SHOP.TRT,52.3500,52.8000,52.1200,52.1600,657100
2023-01-13,SHOP.TRT,48.0500,52.3000,47.9600,52.0900,4535200
2023-01-12,SHOP.TRT,49.7900,49.9800,47.7800,49.1100,5442200
2023-01-11,SHOP.TRT,49.4300,50.1400,48.0400,48.9200,5545800
2023-01-10,SHOP.TRT,49.6100,50.0600,48.3700,49.0100,3535200
2023-01-09,SHOP.TRT,50.4900,51.5000,49.7600,49.8100,3927600
2023-01-06,SHOP.TRT,48.8900,50.0500,47.4000,49.5600,3783000
2023-01-05,SHOP.TRT,49.3700,49.8000,47.9100,48.8300,4130200
2023-01-04,SHOP.TRT,49.1600,50.9100,48.4100,50.6100,4293100
2023-01-03,SHOP.TRT,48.7900,49.6400,47.2100,48.7900,4362800
2022-12-30,SHOP.TRT,46.5500,47.6600,46.2700,47.0100,3633100
2022-12-29,SHOP.TRT,44.9500,47.9200,44.6700,47.5600,3258500
2022-12-28,SHOP.TRT,44.9200,45.5100,44.0600,44.4000,3769800
2022-12-23,SHOP.TRT,46.7200,47.1100,45.1700,45.8300,3704100
2022-12-22,SHOP.TRT,48.5600,48.5800,45.6850,47.2600,5053700
2022-12-21,SHOP.TRT,49.4500,50.2900,48.1000,49.2600,5571600
2022-12-20,SHOP.TRT,47.6200,50.4400,47.5200,49.0100,4489800
2022-12-19,SHOP.TRT,49.2800,49.5000,48.1100,48.4700,2479100
2022-12-16,SHOP.TRT,49.4000,50.7700,48.7900,49.4000,9614100
2022-12-15,SHOP.TRT,50.6200,51.4000,49.2300,49.7100,4456400
2022-12-14,SHOP.TRT,52.0800,53.4000,51.1700,51.8200,4451400
2022-12-13,SHOP.TRT,56.7000,57.7800,52.2500,52.5500,5378100
2022-12-12,SHOP.TRT,51.6700,52.8500,51.2500,52.2800,4021000
2022-12-09,SHOP.TRT,52.4700,55.0900,52.3200,52.4000,3031400
2022-12-08,SHOP.TRT,51.5700,53.1700,49.7000,52.4900,3524300
2022-12-07,SHOP.TRT,52.1800,53.0700,51.3000,52.5100,4114700
2022-12-06,SHOP.TRT,55.3100,55.6400,52.6800,53.2100,6389800
2022-12-05,SHOP.TRT,57.5500,58.6900,54.9600,55.4600,3376800
2022-12-02,SHOP.TRT,56.6500,60.6300,56.5500,57.9600,6945500
2022-12-01,SHOP.TRT,55.9000,58.7000,55.5000,58.2900,5235400
2022-11-30,SHOP.TRT,50.3900,55.2600,50.0900,55.2600,9887500
2022-11-29,SHOP.TRT,52.1000,54.1500,49.9200,50.4500,5573500
2022-11-28,SHOP.TRT,52.3400,53.9900,50.5300,51.3400,4356300
2022-11-25,SHOP.TRT,49.0700,49.5300,48.2100,49.1800,2149500
2022-11-24,SHOP.TRT,49.6200,50.1100,49.5300,49.9900,732600
2022-11-23,SHOP.TRT,47.2700,49.4500,47.1300,49.1300,3368200
2022-11-22,SHOP.TRT,47.0700,47.4200,46.1200,47.2000,2611500
2022-11-21,SHOP.TRT,48.3100,48.5400,46.6700,47.3600,3740200
2022-11-18,SHOP.TRT,51.2500,51.3300,48.3800,49.0200,5080400
2022-11-17,SHOP.TRT,49.9300,51.0200,49.2900,50.2600,3153700
2022-11-16,SHOP.TRT,52.0200,52.8300,50.4000,51.3400,4527600
2022-11-15,SHOP.TRT,53.8200,55.4900,53.1000,53.2400,5497600
2022-11-14,SHOP.TRT,51.8400,52.2000,50.4400,51.1200,3961900
2022-11-11,SHOP.TRT,48.6500,54.1800,48.0600,52.3400,5415200
2022-11-10,SHOP.TRT,45.3100,48.8400,44.7500,48.6500,5330600
2022-11-09,SHOP.TRT,43.5200,43.5300,41.1600,41.7700,3205900
2022-11-08,SHOP.TRT,43.9400,44.5300,42.5500,44.0900,3798700
2022-11-07,SHOP.TRT,43.9900,44.4000,42.5200,43.5100,2556900
2022-11-04,SHOP.TRT,46.9500,47.3500,42.3100,43.3300,5155500
2022-11-03,SHOP.TRT,45.4100,48.2500,45.3100,46.3800,3305900
2022-11-02,SHOP.TRT,47.5600,49.1800,45.9000,45.9700,6449000
2022-11-01,SHOP.TRT,48.0000,48.6500,47.4000,47.4300,2342400
2022-10-31,SHOP.TRT,46.5500,49.3300,46.3200,46.7100,5024200
2022-10-28,SHOP.TRT,46.0000,47.2700,44.3600,46.5500,4625200
2022-10-27,SHOP.TRT,41.9800,46.8000,41.8900,46.2200,7203200
2022-10-26,SHOP.TRT,39.6800,41.9800,38.7700,39.4600,4235800
2022-10-25,SHOP.TRT,39.8800,41.0900,39.8000,40.6300,3159600
2022-10-24,SHOP.TRT,40.3000,40.3200,38.3000,39.4900,3331100
2022-10-21,SHOP.TRT,40.0000,40.5900,38.5600,40.5400,5749800
2022-10-20,SHOP.TRT,39.0200,42.2500,38.9800,40.9400,4076600
2022-10-19,SHOP.TRT,39.1000,39.3700,38.3700,39.0400,2598900
2022-10-18,SHOP.TRT,39.9900,40.7500,39.1100,39.5200,3037600
2022-10-17,SHOP.TRT,37.7600,38.4000,37.2300,38.1200,3385000
2022-10-14,SHOP.TRT,37.2000,37.6900,36.1000,36.2200,3223800
2022-10-13,SHOP.TRT,33.8600,36.5000,33.0000,36.1100,4183500
2022-10-12,SHOP.TRT,35.3600,36.5000,34.8400,35.9300,2836700
2022-10-11,SHOP.TRT,36.5000,36.5700,34.5300,35.3700,4470900
2022-10-07,SHOP.TRT,40.0000,40.0100,37.0300,37.3500,4540700
2022-10-06,SHOP.TRT,41.7800,42.5200,40.8500,41.3200,2956000
2022-10-05,SHOP.TRT,41.5400,42.5700,41.0700,41.9600,2922700
2022-10-04,SHOP.TRT,39.6500,43.1000,39.5900,42.6100,5327300
2022-10-03,SHOP.TRT,37.4200,38.4700,36.3000,37.8000,3536400
2022-09-30,SHOP.TRT,36.5900,38.5800,36.2500,37.1900,4452000
2022-09-29,SHOP.TRT,38.9300,39.0700,36.3800,36.6800,5036700
2022-09-28,SHOP.TRT,38.2700,40.0000,37.9100,39.8600,3836900
2022-09-27,SHOP.TRT,39.8000,40.2300,38.0600,38.3200,3349100
2022-09-26,SHOP.TRT,38.9500,40.7600,38.7800,38.8100,3203500
2022-09-23,SHOP.TRT,38.2000,39.2500,37.4900,39.1000,3960400
2022-09-22,SHOP.TRT,40.6600,41.1400,38.2400,38.5200,4478800
2022-09-21,SHOP.TRT,41.4700,43.3300,40.8400,41.0900,4011000
2022-09-20,SHOP.TRT,43.0500,43.2000,41.1900,41.3500,3347800
2022-09-19,SHOP.TRT,41.5000,43.7600,41.5000,43.6200,2724900
2022-09-16,SHOP.TRT,43.3000,43.6400,41.5400,42.1600,8300800
2022-09-15,SHOP.TRT,43.7600,45.8500,43.4700,44.8000,3185900
2022-09-14,SHOP.TRT,42.9800,44.4400,42.0500,44.3600,3025500
2022-09-13,SHOP.TRT,42.9000,43.8400,42.3700,43.1200,11157300
2022-09-12,SHOP.TRT,45.1500,46.4600,44.9300,45.6600,2800900
2022-09-09,SHOP.TRT,42.3500,45.4700,42.2900,45.3100,4277100
2022-09-08,SHOP.TRT,40.0300,41.9200,39.3300,41.8300,7353100
2022-09-07,SHOP.TRT,39.5600,40.8600,38.7200,40.6100,3228800
2022-09-06,SHOP.TRT,39.8400,39.8600,38.1900,39.2500,3125200
2022-09-02,SHOP.TRT,41.7800,41.9400,39.2600,39.5400,4073600
2022-09-01,SHOP.TRT,40.7800,41.2300,39.2700,41.1500,4345300
2022-08-31,SHOP.TRT,41.9400,43.7300,41.1400,41.5800,4926300
2022-08-30,SHOP.TRT,42.2900,42.8700,40.0200,41.0900,3503400
2022-08-29,SHOP.TRT,41.3300,43.1800,41.3300,41.5500,2474000
2022-08-26,SHOP.TRT,44.3700,44.6900,41.5000,42.2300,3880400
2022-08-25,SHOP.TRT,43.6700,44.8800,43.1000,44.3800,2614500
2022-08-24,SHOP.TRT,42.6200,44.4400,42.2300,43.1800,3000200
2022-08-23,SHOP.TRT,43.0200,43.7900,42.0100,42.0600,2686900
2022-08-22,SHOP.TRT,43.4300,44.2200,42.4700,43.2500,2305200
2022-08-19,SHOP.TRT,46.9100,47.2600,44.3000,44.4300,3611500
2022-08-18,SHOP.TRT,48.1500,48.3000,46.5000,47.7300,2872100
2022-08-17,SHOP.TRT,50.0500,50.4000,47.8900,48.1300,3698900
2022-08-16,SHOP.TRT,51.5100,51.8500,48.4300,50.8400,3521600
2022-08-15,SHOP.TRT,51.5900,53.0500,50.1900,51.4400,2977700
2022-08-12,SHOP.TRT,52.8800,53.1100,50.6800,52.0000,2766400
2022-08-11,SHOP.TRT,54.6800,57.8500,50.6400,51.6600,4760400
2022-08-10,SHOP.TRT,50.5700,52.1800,48.6100,51.9000,3512200
2022-08-09,SHOP.TRT,49.8100,49.9800,46.8300,47.2900,3306100
2022-08-08,SHOP.TRT,53.2800,54.5300,50.5400,51.1100,3747000
2022-08-05,SHOP.TRT,51.1100,54.9900,50.6800,52.7400,3691100
2022-08-04,SHOP.TRT,53.9100,54.7500,51.6800,52.7500,3579100
2022-08-03,SHOP.TRT,49.1800,54.1000,49.1700,53.8500,3906000
2022-08-02,SHOP.TRT,45.8100,50.0700,45.7400,48.6000,4049700
2022-07-29,SHOP.TRT,45.2200,47.0300,43.2900,44.6100,4221000
2022-07-28,SHOP.TRT,44.4700,46.3900,43.2300,46.0500,6822300
2022-07-27,SHOP.TRT,40.5400,45.6000,40.3000,45.1700,4949100
